Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status;Frag.;Post
(yeah) oh that's not;how;you do it that's what he said, i thought he  said    ; Astronomy Peer Tutorial ;OFC150MU042;S7;M;SU;NS;Frag.;you
it talks about;how; people are concerned about the economy it doesn't talk about what they're planning to do; Ethics Issues in Journalism Lecture ;LES220SU140;S8;F;SU;NS;Frag.;people
vate dehydrogenase?   right. so;how;many enzymes are, actually in that complex? that's not just one  enzyme right? right okay ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;many
i mean that-  that's;how;that independence  assumption is usually meant by saying that i took the people and rando; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS;Frag.;that
lly we'll be able to find more stuff. like i don't know it's gonna be hard, or it'll be funny to see;how;like everyone else wrote theirs compared to everyone else and like, you know cuz it most likely won'; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS;Frag.;like
?   how you're doin- ;how;are you doing?  you're doing very well.   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;are
right of a green, that's that's something completely different. this looks like a supplementary. see;how;, you'll see th- i oh, i don't have anything fine enough to point. s- this thread here,  a; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Decl.;you
out specific entries in here.  ;how;about uh evidence four, so is one and seven independent?   ; Computer Science Office Hours ;OFC270MG048;S3;M;SU;NS;Quest.;about
hear about like budding and like when you take o- ho- like hear about like fungi and like mushrooms;how;like, sometimes there's conjunction between the two or_ you know what i'm saying?  like  ; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS;Quest.;like
i was, sort of reading through the last chapter again where i was talking about, um, folk music and;how;to sort of nuance that view an- and see um, rap music and then, what i, realized then was that i wan; American Culture Advising ;OFC105SU068;S1;M;SU;NS;Frag.;to
to fill in the blank, a little bit fill in, you know connect all these things together, and explain;how;it_ how we're gonna get from here to there. sort of a sort of a view,  of the methods.  ; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS;Decl.;it_
u know they'd gone to private school what would, basically matter is uh, what was being said and and;how;they were saying it. um, so, i wanna split it up and, in the first part um, talk about how, sort of ; American Culture Advising ;OFC105SU068;S1;M;SU;NS;Decl.;they
i remember when we were talking about there_ remember;how;we were talking about there're different um phases of like virus tacking if it's um, if it's goes in; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS;Frag.;we
job.    ;how;many Iowas?  two Iowas and two Johnnys?   ; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS;Quest.;many
and i don't remember if this stuff was like we all covered but, we'll look at it. okay. so;how;do you guys wanna, run this thing? do we wanna do it from  lecture  notes first; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS;Quest.;do
not;how;the individual links change with time.    ; Technical Communications Tutorial ;OFC578SG037;S2;M;SG;NS;Decl.;the
look  see and trying  to start considering, not necessarily completely;how;they made it but, as much as basically you can tell about it, and then, uh more importantly, is it B; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Frag.;they
yeah so let's do, inversion  ;how;about centered at  like negative-two zero.    ; Math Study Group ;SGR385SU057;S1;M;SU;NS;Decl.;about
on is, what are the capabilities of the new thing? so for example, how far out in the I-R can it go?;how;far out in the U-V can it go?  ; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS;Quest.;far
says um they need you i need you like, and i thought that was definitely, a good example of showing;how;, men need support from other people. um and we also talk about, Full House, and My Girl, um  ; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Decl.;men
should we,  should we try to figure out right now,;how;many more meetings we can have next week, with all of our schedules and then, see what, has to get d; American Family Group Project Meeting ;SGR565SU144;S1;F;SU;NS;Frag.;many
it does not count for distribution Spanish is_ this is;how;it works and they're gonna make you take all these, speaking classes until you can get to the lit  ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Frag.;it
if they do  what they have to do then wh- why, how;how;would you justify putting them in jail?   ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS;Quest.;would
phy, but, sh- she doesn't really define it there. (the other one is) gender inequality. so Stephanie;how;would you define it?  do you have your own definition?    ; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS;Quest.;would
ink we'll need, you can keep the whole, keep the street, perfectly straight and have the building, (;how;it looks) on the street and have it faced on the street, i guess that's the way to uh, uh)   ; Architecture Critiques ;STP125JG050;S2;M;JG;NS;Frag.;it
a be higher priority than the other, depending on, um, the number of hydrogens is boun- i don't know;how;that, see these things seem like it'd be the same amount.   ; Organic Chemistry Study Group ;SGR200JU125;S2;M;JU;NS;Decl.;that
meiosis two... yep?   so like,;how;would, if by mitosis, which kind of cells like wouldn't be the diploid cuz you know how, like how co; Intro Biology Discussion Section ;DIS175JU081;S2;F;JU;NS;Frag.;would
ecause    oh that's;how;you get your, that's that's like the air between two plates then?   ; Heat and Mass Transfer Office Hours ;OFC195SU116;S16;F;SU;NS;Quest.;you
so wha- that would be wrong how? like what wou-;how;could that be wrong?   if i sai; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS;Quest.;could
xx)   ohh, it's quite alright.;how;many spines has it got?   i t; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO;Quest.;many
this several times is, what are the implications of, once you've sort of analyzed their programs and;how;they're sort of, situated in this political and economic context, how um, how do their programs anal; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Frag.;they
m, how many people would be against moving, yeah, closer up to the front? couple, a- any people, and;how;many_ you wanna, wanna try that again?  like three, nos, yeah.  ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Quest.;many_
i guess  she was complaining to me about;how;i think Ken saw her um final book of poems did you see it? and he said it was like, sh- it looked li; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS;Quest.;i
remember right.   i really like;how;she says this problem set contains a total of four problems. it's like no. four times two plus one, ; Math Study Group ;SGR385SU057;S2;F;SU;NS;Decl.;she
well i think it's, in, for me in thinking about;how;a person would understand the building it's it's through some kind of memory basically i mean i don'; Architecture Critiques ;STP125JG050;S11;M;JG;NS;Frag.;a
we can see her natural instincts and desires and;how;they transcend, from the conformity that is desired in Gilead.  uh you trans- you transcend th; English Composition Seminar ;SEM300MU100;S1;M;JF;NS;Decl.;they
work, for the whole population but i guess it satisfies the requirements of the question which asked;how;could you tell if all the chicks were male or female? so, these are all the chicks here these are al; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS;Quest.;could
w are you doing?   uh i'm okay,;how;'bout you?   oh keeping busy. u; Economics Office Hours ;OFC280SU109;S5;F;SU;NS;Quest.;bout
um, for the second one i thought i knew;how;to do it but, there's nothing that we applied, like that we learned, recently right? there's no natu; Heat and Mass Transfer Office Hours ;OFC195SU116;S11;F;SU;NS;Quest.;to
zero-year-old?  ;how;can you have a zero-year-old?   ; Biology of Fishes Lab ;LAB175SU033;SU-f;F;UN;NS;Quest.;can
ne over Z-bar.   okay how about;how;about page one thirty-seven?   ; Math Study Group ;SGR385SU057;S1;M;SU;NS;Quest.;about
but that's how media_  i mean that's;how;the the movies are (xx)   okay.; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Decl.;the
say for sure this man was committing suicide at the moment he fell. that's the fundamental fact. wh-;how;does that impact on the decision whether to run in the pictures or not, yeah?   ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS;Quest.;does
er with each progressive test you know you're learning something about your own learning style about;how;to study about the expectations of the teacher on the exam, you know and that's all sort of, healthy; Academic Advising ;ADV700JU047;S2;F;ST;NS;Frag.;to
t six  thirty-nine.  yup. what's up man, ;how;you doing? why you laughing?  ; Media Union Service Encounters ;SVC999MX104;S52;M;SU;NS;Quest.;you
like this but, um so, let's keep looking  okay,;how;about notes? has he given you any notes on uh resolution?   ; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS;Quest.;about
eader an idea of,  what strategy you're, operating under right? how are these paragraphs_;how;am i supposed to anticipate these paragraphs?   ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS;Quest.;am
read that.   very good. uh, so;how;do i get isocitrate from citrate? what enzyme do i use?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;do
there...?   i don't know... so;how;are we gonna get a two-Z on the bottom?   ; Math Study Group ;SGR385SU057;S1;M;SU;NS;Quest.;are
ith the most and average age of employees you know all kinds of general stuff like you know what sh-;how;she feels about, surrounding malls how they've affected Twelve Oaks and she she talked my ear off,  ; Anthropology of American Cities Office Hours ;OFC115SU060;S1;M;SU;NS;Frag.;she
e's nowhere else for them to to to go above that if, you don't kinda, deal with the whole problem of;how;there are no  jobs    ; Anthropology of American Cities Office Hours ;OFC115SU060;S5;M;SU;NS;Frag.;there
(xx)   compare E to E-prime, hi;how;are you  be with you in just a minute.  compare E to E-double-prime, um compare; Economics Office Hours ;OFC280SU109;S2;F;JF;NS;Decl.;are
and then so the question is, you know he's, doing this but then;how;much how far do we really wanna go with this because now you're gonna talk about, since we can't, im; Immunology Lab Meeting ;MTG400MX008;S2;M;SF;NS;Frag.;much
thinking about it the other day. um, at Saint Lawrence i took a course on fluvial geology. and it's;how;water moves thr- through the streams and, um, when it goes around the corner it picks up, it cuts th; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS;Frag.;water
i put it_  i don't know;how;to start it from   i don't kn; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS;Frag.;to
well;how;are we doing on cost? i remember_ we didn't have a price for, water purification or, the fermenter r; Chemical Engineering Group Project Meeting ;SGR195SU127;S2;F;SU;NS;Quest.;are
e in tenth grade or something but that poor little turtle it takes him like ten chapters to you know;how;is that like the Joads you know that struggle that kind of stuff.  um  in Grape; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;is
yep yep.   so (what-);how;people interpreted that when they add acid (xx)  (xx)    ; Chemistry Discussion Section Student Presentations ;STP200JU019;S2;M;JG;NS;Frag.;people
if you say so Mark  ;how;many points is that   i have a ; Math Study Group ;SGR385SU057;S2;F;SU;NS;Frag.;many
eople from other countries and is willing to, you know, take the time to, explain a little bit about;how;to use the insurance and all of those  so    ; Forum for International Educators Meeting ;MTG999ST015;S2;F;ST;NS;Frag.;to
yeah   if it's highly four,;how;can it be reversible?   oh, but; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;can
mm  um, sort of like;how;my parents have moved, um, they kind of followed all their other Indian friends, so they, it seems l; Anthropology of American Cities Office Hours ;OFC115SU060;S6;F;SU;NS;Frag.;my
by finding, uh a single element that captures it pretty well, take that into other texts and show me;how;it works there. yeah? textbook. okay? um, one more, look at Anderson, seven. this is Eric's paper, u; English Composition Seminar ;SEM300MU100;S1;M;JF;NS;Quest.;it
and, you know i'd certainly have to sit there, and think of what i wanted to say, and then think of;how;to translate it and then say it and it seems like, that process for him... is easier; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS;Decl.;to
yeah maybe. but i don't know if that's correct but that's;how;i, hear it.   well i think ther; Sex, Gender, and the Body Lecture ;LES565SU137;S10;F;JU;NS;Decl.;i
