Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status
job.    ;how;many Iowas?  two Iowas and two Johnnys?   ; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS
  and i don't remember if this stuff was like we all covered but, we'll look at it. okay. so;how;do you guys wanna, run this thing? do we wanna do it from  lecture  notes first; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS
     not;how;the individual links change with time.    ; Technical Communications Tutorial ;OFC578SG037;S2;M;SG;NS
  look  see and trying  to start considering, not necessarily completely;how;they made it but, as much as basically you can tell about it, and then, uh more importantly, is it B; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
  yeah so let's do, inversion  ;how;about centered at  like negative-two zero.    ; Math Study Group ;SGR385SU057;S1;M;SU;NS
on is, what are the capabilities of the new thing? so for example, how far out in the I-R can it go?;how;far out in the U-V can it go?  ; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS
 says um they need you i need you like, and i thought that was definitely, a good example of showing;how;, men need support from other people. um and we also talk about, Full House, and My Girl, um  ; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
   should we,  should we try to figure out right now,;how;many more meetings we can have next week, with all of our schedules and then, see what, has to get d; American Family Group Project Meeting ;SGR565SU144;S1;F;SU;NS
  it does not count for distribution Spanish is_ this is;how;it works and they're gonna make you take all these, speaking classes until you can get to the lit  ; Academic Advising ;ADV700JU047;S2;F;ST;NS
   if they do  what they have to do then wh- why, how;how;would you justify putting them in jail?   ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS
phy, but, sh- she doesn't really define it there. (the other one is) gender inequality. so Stephanie;how;would you define it?  do you have your own definition?    ; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS
ink we'll need, you can keep the whole, keep the street, perfectly straight and have the building, (;how;it looks) on the street and have it faced on the street, i guess that's the way to uh, uh)   ; Architecture Critiques ;STP125JG050;S2;M;JG;NS
a be higher priority than the other, depending on, um, the number of hydrogens is boun- i don't know;how;that, see these things seem like it'd be the same amount.   ; Organic Chemistry Study Group ;SGR200JU125;S2;M;JU;NS
 meiosis two... yep?   so like,;how;would, if by mitosis, which kind of cells like wouldn't be the diploid cuz you know how, like how co; Intro Biology Discussion Section ;DIS175JU081;S2;F;JU;NS
ecause    oh that's;how;you get your, that's that's like the air between two plates then?   ; Heat and Mass Transfer Office Hours ;OFC195SU116;S16;F;SU;NS
  so wha- that would be wrong how? like what wou-;how;could that be wrong?   if i sai; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
xx)   ohh, it's quite alright.;how;many spines has it got?   i t; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO
this several times is, what are the implications of, once you've sort of analyzed their programs and;how;they're sort of, situated in this political and economic context, how um, how do their programs anal; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
m, how many people would be against moving, yeah, closer up to the front? couple, a- any people, and;how;many_ you wanna, wanna try that again?  like three, nos, yeah.  ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
   i guess  she was complaining to me about;how;i think Ken saw her um final book of poems did you see it? and he said it was like, sh- it looked li; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS
remember right.   i really like;how;she says this problem set contains a total of four problems. it's like no. four times two plus one, ; Math Study Group ;SGR385SU057;S2;F;SU;NS
  well i think it's, in, for me in thinking about;how;a person would understand the building it's it's through some kind of memory basically i mean i don'; Architecture Critiques ;STP125JG050;S11;M;JG;NS
   we can see her natural instincts and desires and;how;they transcend, from the conformity that is desired in Gilead.  uh you trans- you transcend th; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
work, for the whole population but i guess it satisfies the requirements of the question which asked;how;could you tell if all the chicks were male or female? so, these are all the chicks here these are al; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS
w are you doing?   uh i'm okay,;how;'bout you?   oh keeping busy. u; Economics Office Hours ;OFC280SU109;S5;F;SU;NS
  um, for the second one i thought i knew;how;to do it but, there's nothing that we applied, like that we learned, recently right? there's no natu; Heat and Mass Transfer Office Hours ;OFC195SU116;S11;F;SU;NS
  zero-year-old?  ;how;can you have a zero-year-old?   ; Biology of Fishes Lab ;LAB175SU033;SU-f;F;UN;NS
ne over Z-bar.   okay how about;how;about page one thirty-seven?   ; Math Study Group ;SGR385SU057;S1;M;SU;NS
   but that's how media_  i mean that's;how;the the movies are (xx)   okay.; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS
say for sure this man was committing suicide at the moment he fell. that's the fundamental fact. wh-;how;does that impact on the decision whether to run in the pictures or not, yeah?   ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
er with each progressive test you know you're learning something about your own learning style about;how;to study about the expectations of the teacher on the exam, you know and that's all sort of, healthy; Academic Advising ;ADV700JU047;S2;F;ST;NS
t six  thirty-nine.  yup. what's up man, ;how;you doing? why you laughing?  ; Media Union Service Encounters ;SVC999MX104;S52;M;SU;NS
 like this but, um so, let's keep looking  okay,;how;about notes? has he given you any notes on uh resolution?   ; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS
eader an idea of,  what strategy you're, operating under right? how are these paragraphs_;how;am i supposed to anticipate these paragraphs?   ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
 read that.   very good. uh, so;how;do i get isocitrate from citrate? what enzyme do i use?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
 there...?   i don't know... so;how;are we gonna get a two-Z on the bottom?   ; Math Study Group ;SGR385SU057;S1;M;SU;NS
ith the most and average age of employees you know all kinds of general stuff like you know what sh-;how;she feels about, surrounding malls how they've affected Twelve Oaks and she she talked my ear off,  ; Anthropology of American Cities Office Hours ;OFC115SU060;S1;M;SU;NS
e's nowhere else for them to to to go above that if, you don't kinda, deal with the whole problem of;how;there are no  jobs    ; Anthropology of American Cities Office Hours ;OFC115SU060;S5;M;SU;NS
(xx)   compare E to E-prime, hi;how;are you  be with you in just a minute.  compare E to E-double-prime, um compare; Economics Office Hours ;OFC280SU109;S2;F;JF;NS
  and then so the question is, you know he's, doing this but then;how;much how far do we really wanna go with this because now you're gonna talk about, since we can't, im; Immunology Lab Meeting ;MTG400MX008;S2;M;SF;NS
 thinking about it the other day. um, at Saint Lawrence i took a course on fluvial geology. and it's;how;water moves thr- through the streams and, um, when it goes around the corner it picks up, it cuts th; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS
   i put it_  i don't know;how;to start it from   i don't kn; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS
    well;how;are we doing on cost? i remember_ we didn't have a price for, water purification or, the fermenter r; Chemical Engineering Group Project Meeting ;SGR195SU127;S2;F;SU;NS
e in tenth grade or something but that poor little turtle it takes him like ten chapters to you know;how;is that like the Joads you know that struggle that kind of stuff.  um  in Grape; Academic Advising ;ADV700JU047;S2;F;ST;NS
  yep yep.   so (what-);how;people interpreted that when they add acid (xx)  (xx)    ; Chemistry Discussion Section Student Presentations ;STP200JU019;S2;M;JG;NS
  if you say so Mark  ;how;many points is that   i have a ; Math Study Group ;SGR385SU057;S2;F;SU;NS
eople from other countries and is willing to, you know, take the time to, explain a little bit about;how;to use the insurance and all of those  so    ; Forum for International Educators Meeting ;MTG999ST015;S2;F;ST;NS
  yeah   if it's highly four,;how;can it be reversible?   oh, but; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
  mm  um, sort of like;how;my parents have moved, um, they kind of followed all their other Indian friends, so they, it seems l; Anthropology of American Cities Office Hours ;OFC115SU060;S6;F;SU;NS
by finding, uh a single element that captures it pretty well, take that into other texts and show me;how;it works there. yeah? textbook. okay? um, one more, look at Anderson, seven. this is Eric's paper, u; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
 and, you know i'd certainly have to sit there, and think of what i wanted to say, and then think of;how;to translate it and then say it and it seems like, that process for him... is easier; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS
  yeah maybe. but i don't know if that's correct but that's;how;i, hear it.   well i think ther; Sex, Gender, and the Body Lecture ;LES565SU137;S10;F;JU;NS
  but then  how could how could, i don't understand how it works because i don't see how,;how;P-squared could be, the frequency of the genotype, and the frequency of the allele is just P? like  ; Intro Biology Exam Review ;OFC175JU145;S2;F;JU;NS
  could you talk a bit about about how you chose the form of your roof, and,;how;you chose to, butt up to, these circulation spaces on one side, and how you chose what (wide reach o; Architecture Critiques ;STP125JG050;S6;F;SF;NSO
? okay.   but like i won't know;how;to use them.   you won't know h; Biochemistry Study Group ;SGR175SU123;S3;M;SU;NS
   alright that's it...;how;many have we done?   this was; Biology of Birds Field Lab ;LAB175SU026;SU-f;F;SU;NS
eople move in not totally disrupted but partly. um, so y- you'd, you even though your mom tells you,;how;young people socialize in Howell you you wanna recognize the way this is, a bit a representation of,; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
e and, picked s- ten at random though they're still supposedly independent samples then. okay that's;how;you distinguish between the two.   ; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS
 know they make, fifty sixty seventy thousand a year depending on, how high up you know they are and;how;valued they are by the institution. medical school professors get paid the most money.  ; Academic Advising ;ADV700JU047;S2;F;ST;NS
  yeah it's, cuz it's...  h- h-;how; do you find a best way to study for this? cuz like last time i read the chapter and did ; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
  and then ask how she reacts. so, you know this, well,  i mean;how;about you want to try politics  (what do) you think that it's  ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS
  imagine that because it's it's quite an interesting issue when you look at what, um i don't know;how;many of you, have have seen the details of this but NAFSA, put out um the the guidelines for this, t; Forum for International Educators Meeting ;MTG999ST015;S1;F;ST;NS
   how like, how it, right exactly ;how;it affects the cells.  do you see what i'm  ; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS
